Year,Barnstable,Berkshire,Bristol,Dukes,Essex,Franklin,Hampden,Hampshire,MA,Middlesex,Nantucket,Norfolk,Plymouth,Suffolk,Worcester
1953.0,17.647718934158373,11.306948182629288,14.844112740714866,17.225249190853372,13.2624904321477,11.722289717187916,11.748849376942959,12.609660201109843,12.865753718532435,12.445237182455793,14.750035944138142,12.186595182298147,15.405558599561203,12.366903998522838,11.654012891320278
1954.0,16.715690881008172,12.469162160545249,15.683467472904658,16.650162124169675,15.276573382977233,12.584820576250999,13.157918978744084,13.058516829197183,13.844481661399882,14.031198027032863,14.550035944138141,13.27973784929306,15.600684860301488,13.800496711582017,12.916894745316878
1955.0,18.490145151197225,12.625977287559246,15.603833885969243,19.500180137966279,16.116350667506062,12.981194708068596,13.302691402998283,13.155890929878854,14.249210978649998,14.967769811395893,17.150035944138143,13.312607521177657,14.860234873557999,15.366804545166408,13.402432699264256
1956.0,16.648739983195576,10.846349738174633,14.5085403813722,16.850018013796625,14.769862689605239,12.225262481146711,11.409346642316894,11.209033985540598,12.774751692373936,13.751389156102679,15.40004792551753,11.745708285503222,13.815136885968201,14.366837696285222,11.784743947156288
1957.0,16.725679793455804,11.224482591980129,14.466626076342498,17.425009006898314,13.886272236198284,12.570057915484153,12.532700735253956,12.024135170454034,12.990397571901431,12.809893737275335,15.850059906896913,12.046794692218219,14.081170406126763,12.500148942091737,12.405679263514115
1958.0,16.215522807168895,10.647155913641857,14.385136493390624,17.449993995401133,13.535680542020263,12.314318427459792,11.447384073068473,10.975234498144271,12.717743447313236,12.659191955099098,15.850059906896913,13.633698890176017,13.740346814299571,12.967036523683811,12.355320929648453
1959.0,16.573829115932611,9.1261031290883032,14.249985762796717,18.300036027593272,13.204516266463111,12.100119368135946,10.361870185275876,11.126266261642277,12.575033638312096,12.849511003220238,16.250059906896915,13.913700515472566,14.254299656050332,12.833427195408069,12.614127532760056
1960.0,12.890205973361608,9.0258618199002107,12.048653753629972,13.075027020694964,11.862706273759134,11.845505055231254,10.242240524477745,11.589719497595926,11.4310619031858,11.323361055220365,13.300071888276301,13.007344305020968,12.093786269563312,10.833228447323801,11.535384871902085
1961.0,12.469503360630048,8.8329566599106215,11.963651541483145,13.075027020694961,13.106372100999469,11.019570352952162,10.514444120898384,11.444182496309901,11.624703331378104,12.421402625438539,14.450059906896916,13.893425808590035,11.711750756864756,12.566572804591965,11.932351325767524
1962.0,11.406917904110491,8.6223559749027601,11.128596545907495,12.749981986203391,14.613184908418409,11.100245088864003,9.9188780858896308,10.687898551301851,11.549948159009279,12.824552563646844,14.050059906896937,14.459818222669927,11.337193607355465,13.799834442691751,11.969452651658107
1963.0,11.441491924515258,9.1952922091601543,11.474667637663867,13.325021016096093,14.476827710376151,12.918649286938551,10.608259146938725,11.90210222528408,12.144010779323281,13.207194191858241,15.850059906896936,13.919439337252646,11.797568915238831,14.533145688498252,12.652558724275011
1964.0,11.138489307184926,11.172382067176525,10.920833221164525,12.625009006898344,13.286315930616951,12.536801302476643,11.352846747674295,11.848619195861662,11.755168529582333,12.29427783291071,15.850059906896936,12.379290584484682,10.93409166731843,13.233195375519324,11.421878999520136
1965.0,11.117672650724055,10.743697039344907,10.730719666114796,13.274954965508471,12.632268927000755,11.773394117617679,10.821208379793267,11.087578660796646,11.262198213443671,11.694118809151915,16.80004792551755,11.552506910470523,10.828759482842731,13.033294749561449,10.7707950954916
1966.0,12.020566929311366,11.043220817104684,10.77030207684019,14.000000000000043,11.813792164506493,11.969753246413889,11.612529349926749,11.653492508032338,11.594921238954104,11.504939041093193,19.200047925517548,12.38619376003032,11.881124821958306,12.700016575559436,11.015687343976342
1967.0,13.516926108258374,11.484381555270286,12.141307926555735,13.475099075881497,11.513099232798325,12.362691021689045,11.731760103276645,12.111650249332662,11.903310501737559,11.914539943462913,18.399999999999999,12.418524450300453,12.599570415778633,13.666821200040127,10.647465310962479
1968.0,13.516415620551507,12.129706354466816,12.106511423158587,13.375063048288229,11.849299334408304,11.811442418742997,12.067820105037551,12.092437212161121,11.955528984736736,11.487334046301317,17.0,12.585101178320977,12.595893613449613,13.733741893093839,10.78875892794378
1969.0,15.136903039411894,10.945386074727864,13.642027697985947,14.625033025293831,11.986058717933917,11.404201404337009,11.66382700330502,11.697339894873114,12.150323436764902,11.352816920997491,19.199999999999999,13.211976711886075,14.321151582226914,14.033692206072768,10.916302895575585
1970.0,14.971207963099616,10.813433589529057,13.452221408208583,13.775087066683707,12.420638609566884,11.0889886900771,11.548908489803152,11.258283315374788,11.972085115156144,11.206777834497371,17.800000000000001,12.798308499139129,14.215464075685876,14.300447302161027,10.703290658867438
1971.0,14.420016407744219,10.946389568901401,13.34262653966004,13.050042032192135,12.756721627373492,11.481911396058754,11.459502326099894,11.897184880523806,11.848475220113338,10.989264007773778,14.349988018620612,11.484982413715731,13.427657149234889,14.067086488304929,10.677302823928894
1972.0,14.213723043190905,10.963725689262029,12.937111928685386,13.724972979305065,11.614509147102879,11.082089563907152,11.633864063043921,11.999844782474351,11.718701785920118,10.366477105140566,17.250443311037138,11.206001265122413,13.518601652581816,12.600364622649774,10.960132490630333
1973.0,15.820749778131622,11.112432320565116,13.582331033933698,14.599975981604498,12.795105489024776,10.7078939508494,12.48511937592372,12.322027988196677,12.629020105651069,12.426602497112611,18.100455292416527,11.985838061127732,14.518890436928393,13.600066421209084,12.392217466926828
