Year,Barnstable,Berkshire,Bristol,Dukes,Essex,Franklin,Hampden,Hampshire,MA,Middlesex,Nantucket,Norfolk,Plymouth,Suffolk,Worcester
1970.0,117.11047395639977,121.68860513201651,203.42654598291409,133.13655335617474,194.2232302687093,147.67447487778449,199.3083471714888,170.59747771608221,171.56449431092474,208.21167771662658,85.627050551814762,210.45941560692231,174.69728166032172,235.23421173083997,167.7705231334331
1971.0,150.8463082222672,141.86138538435645,241.11409646390902,163.35402560597535,229.69538616023155,171.0524195843112,225.58198278239541,196.29260937444332,201.31748131383182,240.46765964630634,113.95199864367976,246.48275110635046,210.67072315560844,267.43756213168433,197.04248603111819
1972.0,154.75979754630436,146.62814043834652,241.60562611102705,166.22234711860159,223.74059141061798,177.52811561803097,227.98575124934558,201.17996646636703,202.56166937480387,236.94877423582389,112.26640980059437,242.55674375475172,211.55529209745251,271.93807130320522,197.91246512726815
1973.0,159.16753626691875,165.49184133490257,264.39268973006767,156.70402245855126,271.17052853594953,201.86321113270174,260.41932139676106,229.59760181515725,237.47593806970576,278.79879572886733,118.28750478895991,286.80930502071811,236.52093673594382,309.27531990285536,231.59533719259267
1974.0,157.57369361322077,158.39260777821193,249.05477194712711,155.65736902919974,241.66940439311625,187.74932888028019,243.65329022961404,214.65076967383911,215.70326893956667,250.06612278641856,119.96217509053118,262.08080280047898,221.39298037213842,274.05319469058747,211.29456147404903
1975.0,149.22551326148792,147.37711403385987,235.47902543358714,151.6199515262735,230.24218532530341,172.60173613571291,218.06251656065223,192.18116093115924,199.21491306321266,238.07781106267848,112.69585352438943,243.54485278384777,209.02156663033981,272.21901310357248,192.46876190565109
1976.0,142.27005777582758,157.98980628037822,232.83828181880421,144.75892780491921,229.7754206760782,182.02812585622962,225.21004485336243,202.06977021192552,202.65557678696183,238.70359011552333,106.80466380650265,242.41536988699346,208.15218144791433,269.93681576737123,197.24541101874152
1977.0,127.2795270102217,129.08083837364947,208.71413682482913,133.36793455691128,195.76165104411646,152.47110555607148,198.68008101868799,173.51494126846987,174.85567174152067,206.63583189221771,96.608270067016846,211.80611989989697,182.45003946077136,236.47758168174337,168.76758651971892
1978.0,157.58782337349263,139.77618077479212,247.22633066638309,164.83843686908281,223.92644630024546,168.17974299947326,221.59877117518027,193.92593047853697,199.53265430699275,234.34520972793226,117.92712852562333,245.11692657415784,217.33919244007484,271.96994648248659,191.08477562733486
1979.0,142.34613749303739,143.06572909501625,237.07845842909992,157.07733346645597,229.85947219196413,178.09689837881109,228.15479039530493,202.44569982445282,201.62013407413906,238.80442722441595,96.015604788895743,247.56701759279139,205.46011621232219,276.14722032191281,196.70807913501844
1980.0,150.34214973176898,146.13554855576893,239.68704608597,148.91732883931871,234.48402615760523,183.22287285921175,233.8082534595288,204.28949066505771,206.88357714839489,247.62091730806614,110.7645066436517,249.22985618133862,211.30052146139138,279.46298431738273,206.54407802567249
1981.0,166.81387283918119,146.14099473697232,254.15689927436239,163.93142409354067,237.7878713859308,181.76580371352071,237.28361377965089,207.52370838297301,210.92217912843347,247.62825839156389,134.46256624510985,255.34832013966314,224.69926279487836,285.13960588683329,204.96697164713206
1982.0,203.98075453875072,169.02463440336899,303.0257774869242,207.51441375022119,275.97457897264889,210.83097935284394,273.20744077754728,239.9404810670398,246.59879194396041,284.3559939062427,157.77151826056135,298.63630840178922,271.48094004612688,332.01963450518588,234.88667317696272
1983.0,183.69808069827673,140.36731639531615,264.27058758691373,182.94462200357771,236.93762123038681,176.7296973139189,238.67827646082566,204.70643321501078,212.29274377929224,248.47570183207154,125.74230105561985,259.61057744939001,235.61132574378334,291.89319330042741,201.49209431755253
1984.0,187.33231756306759,148.42410916311476,274.25533709359604,188.54457486284483,251.96176856350976,182.27903451945832,245.91138563657637,211.79790939220351,220.98533623767676,258.97479896445952,143.15129295036692,271.19239019435179,247.6141083310275,308.25678435500043,206.75470807176538
1985.0,167.03651281416384,145.68149617565231,259.67382155094117,171.72413679284574,246.58552629986056,177.96598946091734,237.38981765898089,205.61210233336192,216.21270113382639,251.69816019409404,124.95073504002315,267.4055651018333,234.76065576694481,301.97000754250666,199.73252716503148
1986.0,133.80165937769027,125.62500326836812,221.5757934583286,136.83312065293754,228.36742890214219,162.31040565168379,204.155464591129,179.42875650724568,187.11199783251138,232.33033686028188,90.452638856362171,233.1670708136831,194.37384089504661,266.18067018084446,181.78562043838619
1987.0,140.50858352558038,138.76013520532788,228.98142401432148,142.18625324635136,229.98605108166802,170.82668650092606,217.75282386781745,189.52579810995508,195.00269268767275,235.78495647209485,101.97078131782216,237.37101966711325,199.30140024318078,271.1256233944008,190.69465393011151
