Year,Blackstone,Boston Harbor,Buzzards Bay,Cape Cod,Charles,Chicopee,Connecticut,Deerfield,Farmington,French,Housatonic,Hudson,Ipswich,Merrimack,Millers,Narragansett Bay & Mt. Hope Bay Shore,Nashua,North Coastal,Parker,Quinebaug,Shawsheen,South Coastal,SuAsCo,Taunton,Ten Mile,Westfield
1970.0,15.94940303623722,16.60887731230671,16.653165863871514,16.557449598282712,14.922533895557578,16.26494040448285,13.709036202311424,13.378448946172597,11.560860798343954,15.733647826711069,11.648749981320735,12.428757099875986,15.383411324208447,15.122367719698582,12.952871452423981,13.767756511537339,14.347675151529865,14.692101566591816,15.075129179035864,15.32862873020413,16.240849070316159,15.182621239770437,15.819792523399357,15.000138706978595,13.199950855168016,11.947021945394038
1971.0,14.392260380453184,15.075752236479213,15.757114081778209,15.721646002229491,14.200310178615529,13.823280675892459,13.157246345206122,13.318708221077454,12.279798636831872,15.711479210125949,12.028445390684862,12.314142593638596,14.366538481764945,14.455283527986989,12.362579985312195,14.10092683753769,14.421165971041484,13.677090830330965,14.300037808498228,15.01453597738023,14.919783866907215,14.487408395479354,14.047186526041381,14.515600290096012,14.649950870041916,11.917329916985256
1972.0,15.908991533331681,15.114105553660602,16.616239406613495,16.636255187498111,15.591482770932064,14.385085954449746,14.062588924457632,12.474512152296789,13.359893355384823,14.866593702689604,12.972763684221494,12.385656163616115,16.100117078065178,16.521920786056761,13.705255546621547,15.26686192117551,14.167067490793897,15.415860450475922,15.674977945042528,14.842904375470997,16.67985608571572,15.600610842654367,15.153130809490616,15.137096254946986,16.299950884915823,13.18598124967582
1973.0,14.159110963859757,14.124153640376704,13.651970416900426,14.186242966470122,13.974370897196627,13.907463558519614,12.806980371821306,12.170635456790697,12.440560812642406,13.622102766569901,12.01289703445666,10.828525235788671,14.033361159938902,14.854802770515789,12.085828977646234,13.900666956542086,13.167127809934106,13.492193987915778,13.525148083284867,13.171293813131168,14.879535668303566,13.600548290321417,13.813164588243476,13.542397668599289,13.699803628906716,12.185378805182408
1974.0,13.933709936157779,14.762497961644943,13.918560517050844,13.527878898766232,13.252724310193116,13.420640948279214,13.172012580987047,12.95584154117509,11.700009867011584,14.243679288171489,12.074468001414083,11.486215048729751,13.600050109712754,14.121562514451394,12.200124164343169,12.867967565742569,12.119902663773127,12.982936150316089,14.050346577901177,14.843045103800034,14.32010442699449,13.421570502451653,13.587146672916372,13.072690887878355,13.099803688402336,12.983122689028843
1975.0,14.567616640390767,15.409850901120791,15.12745079120433,15.607309803518262,14.018137177592271,13.299263922349454,13.573622404918041,14.318760167877837,12.700266552059944,14.600350856401093,13.166118063821866,12.871815218062968,14.466421304506861,14.076985142165451,13.447778252769684,14.433837837912312,13.493984206779865,14.23099328723637,16.1998235603414,15.585703213192806,14.360071743034144,14.263913560728673,14.387465578905594,14.321479921038158,13.95009797731198,14.240820801969889
1976.0,16.242470842596401,17.533438022435625,15.698032136156822,15.522035809283187,15.539266945347853,16.03829572686837,14.922266893927929,14.740831906981782,13.760663386738699,16.733231331715967,13.41172631596476,14.086071630928364,15.399648636853104,14.855617862724472,15.209660541133553,15.43299195525282,14.77243456578052,15.415367438017039,17.924795203967687,17.228269748900477,15.479535049901751,15.357057045277514,15.174937065746468,15.161633992122338,15.700098021933693,14.657706879691395
1977.0,17.368020620719115,18.675847219673063,16.587461977526146,16.350043860323719,17.200344284315943,17.423689071091808,16.474825160053484,16.511653253566475,14.88098317783702,17.288455468555263,14.312978798648251,14.172655078693541,15.083026571118069,15.811140705088039,16.419025022469391,15.834487818008824,15.891530023177888,15.462436777487696,17.574763696885761,18.770871577158793,15.439326766708552,17.040564969874715,16.22904921188286,16.003778701823769,16.100098021933693,16.394345981490261
1978.0,16.842825190143415,17.904831241486967,15.839461402132121,15.142817524337854,16.269921810139017,16.627536640981688,15.614091376310864,15.763387241601105,14.84018565208145,16.555333913295566,13.912808003059618,13.5587982391847,16.149966535662379,16.166329608761753,15.59056825994757,15.434520382455924,15.185053573745341,17.169686852714531,17.124820409633138,17.828044590372127,16.839006349296398,16.208892954259131,15.587378454189343,15.356465633127183,15.200048906849517,15.80500723036161
1979.0,15.200387849008646,15.818321991241323,14.764917511575117,14.871802126120736,14.886525964923257,15.87985906027674,15.930878147603448,12.867011287508774,15.840363353454745,15.999758840762448,13.50302829897087,12.029470321737209,15.91672240419236,15.066077975460095,14.31391273718803,14.900569382288825,14.592093262117242,16.461880493220765,16.649817258924958,15.499795966016762,16.399559075231888,14.809668434836567,15.167320662442739,14.494692426419906,14.049558544324677,14.770792277738328
1980.0,15.883417934372295,16.027766240802276,14.601742820832865,14.950258966288686,15.538896445394252,16.438443043857969,17.434748786964366,13.918678136628259,16.960387039040782,16.266396311255495,14.741634331679702,12.644740923151854,15.849983275270663,15.299378609126574,15.637907418259271,14.567561323231544,15.152207892499399,16.369224050577976,16.174763696885858,16.056595931891742,16.239527057279393,14.66221739693504,14.680278500774605,14.462794187425127,14.749460403399748,16.144737403713695
1981.0,16.516369790611201,17.133948042576129,13.483513547854548,14.556212553805011,16.399974084271811,17.397653213070978,18.309861443361633,13.911251398516825,17.380578463823724,17.422190540159278,14.969577164329994,13.287626272270979,15.766688949773869,15.766060488761052,16.247615985122245,15.799154712393488,15.188640473709432,15.662897989360323,16.70001260283264,15.757081524503842,14.839567353252141,15.535550736257104,16.967295199721722,15.583058134272301,15.99946047776927,16.535382199039987
