Year,Blackstone,Boston Harbor,Buzzards Bay,Cape Cod,Charles,Chicopee,Connecticut,Deerfield,Farmington,French,Housatonic,Hudson,Ipswich,Merrimack,Millers,Narragansett Bay & Mt. Hope Bay Shore,Nashua,North Coastal,Parker,Quinebaug,Shawsheen,South Coastal,SuAsCo,Taunton,Ten Mile,Westfield
1970.0,48.33195540677967,50.25792721511008,50.687410697276825,49.997955218546153,49.60413822668027,46.300017109879988,46.953308443696557,44.109575825349907,44.207379319716075,47.197900080958874,44.497650884999949,43.252060452875675,49.731907547693126,48.544188031163742,44.89371759178465,50.609724136288548,46.970172872743213,49.863494219246228,49.4581301428518,46.939958622459805,49.172541097242068,50.01453643666224,48.882497148274936,49.918777085228079,49.551493551128544,44.887556359086418
1971.0,48.411679980284319,50.218444372425822,50.827138569614476,50.072740930331094,49.644223735064983,46.287177589327086,46.910948392226217,44.055256409286606,44.142504373377022,47.304284130377972,44.347517193083341,43.155347616724022,49.60110890093106,48.463566620508786,44.783703465016615,50.753551614646227,46.916617106757364,49.704971309446229,49.382256443318596,47.039532681180518,49.069340323986957,50.105498782439469,48.833346809210994,49.996927183161965,49.704048450961139,44.870111332519784
1972.0,48.385404256867801,50.126877491832815,50.666578055341915,49.912468514504177,49.553275233954061,46.404525769260033,47.143108757936297,44.27762475261504,44.443813681441711,47.245605142419819,44.692293861691333,43.489706294634587,49.596845699308979,48.542230522724815,45.016896236059061,50.577650833557719,47.015213620908909,49.686694273231282,49.389554864905435,47.021224100407892,49.162333817814464,49.954354971909332,48.922325285960518,49.809593229589915,49.522521379046488,45.106628595449102
1973.0,48.598534467712405,50.326392820621379,50.742206221360028,49.793750706633276,49.779581355077326,46.609854758834722,47.29638435552166,44.497073899562089,44.623967484382391,47.452821593846664,44.875717796756632,43.713751817515551,49.819249749374031,48.73565915824134,45.23409040564168,50.791377805934943,47.229590616805261,49.871906847984185,49.585475753781289,47.228687879635928,49.373891062278418,49.962317851655271,49.147476782265286,49.980945557034296,49.744682385005994,45.306429779851882
1974.0,48.438031861388183,50.252808211092862,50.713704102537122,50.065023839988342,49.695417201978927,46.503996072140964,47.190023636931166,44.349937125000082,44.416477568532081,47.332582620195424,44.656075239796124,43.516165418601489,49.854415107383574,48.803425423414808,45.19391571674349,50.650115153617442,47.136393676512803,49.880024778810302,49.702355075694904,47.085140259819042,49.332162593699238,50.071590546778069,49.058727187201917,49.977600494198079,49.612187265864179,45.132812825448852
1975.0,48.440472141942593,50.358649307643773,51.089027128358872,50.325976134667187,49.707496054723343,46.434840360611645,47.145360289294445,44.346203409025392,44.437436228967215,47.300486445542347,44.673355898591275,43.537978594091577,49.740983661926094,48.680927520888716,45.119946778419113,50.941801329115208,47.064935895942526,49.818697699152409,49.575973434168134,47.042225759028241,49.232319958324631,50.269557692469078,48.957297064366003,50.166098304428672,49.781231259026782,45.13554493314475
1976.0,48.679305720418071,50.552555975769813,51.290079483116656,50.486228045167607,49.927401455444937,46.632660535286384,47.361603741190251,44.529067340421626,44.608401380537359,47.513919614763303,44.814500373980749,43.657354846708095,49.976478416019155,48.825810496349796,45.233411232895726,51.182817457851499,47.244015371608768,50.08662487578502,49.815328801573202,47.276422605701441,49.450084501469846,50.471014958874704,49.14766458289688,50.386970808385875,50.010719387004926,45.337543076999751
1977.0,48.698510680492909,50.610830702474459,51.502407911811773,50.62667662427868,49.973229563099999,46.618344215498595,47.284179989836005,44.475376895030536,44.486859417282119,47.553043080457833,44.739049264700412,43.602921290174642,49.957871591578865,48.869585772124353,45.277648515965815,51.360016423283128,47.297880528986177,50.045832038204821,49.758341046545546,47.3127987586372,49.422941738337393,50.57238112042495,49.191738738104846,50.541189835811778,50.157660677671792,45.250310396315783
1978.0,48.970589709871049,50.787275093548672,51.719691710714656,50.79226373979278,50.200180640178964,46.726075630363717,47.324706168050419,44.463795338377835,44.654648768605135,47.848678106025048,44.732898170583248,43.657417182617074,50.021643136862004,48.846053891285088,45.213723413511914,51.582030605587342,47.303896316178694,50.157732237134596,49.792472343593651,47.622912633911156,49.497694498948327,50.756491631047915,49.360934654395024,50.754321490174171,50.392934669092114,45.30739057007392
1979.0,49.158460485557448,50.977374880599555,51.952429259128238,51.035303585697982,50.387248041688693,46.959492463632628,47.516809011468659,44.582716229182829,44.89410275766496,48.064397157277369,44.919452690931827,43.723743783019771,50.199463492359449,49.007766368226896,45.407019504231634,51.793230384013007,47.493438348271596,50.351371288651805,49.911230763548311,47.835609135071543,49.693682091805513,50.964432529947636,49.540080059891899,50.966051640870191,50.58901619158339,45.529484751015964
1980.0,48.943608449816978,50.776331777857095,51.704374105128906,50.965443289420946,50.155787761843463,46.91778197289166,47.645216267577872,44.823044498025794,44.794165805609552,47.856383399626033,45.009958856453515,43.981472905954185,50.290475502607094,49.172957613689618,45.533182105452532,51.552273514896044,47.533047335238052,50.372587574189176,50.132243021132595,47.617252563648933,49.784523144057331,50.783432783163008,49.449408650381294,50.750583023291767,50.360641823322119,45.555050610667244
1981.0,49.08296488114776,50.973249551687658,51.45869444673999,51.005386836704602,50.290075727297939,47.084668806333724,47.752687978772798,44.95730400289041,44.895979350879863,47.988238021996708,45.097823033704302,43.987322054652907,50.385527077734878,49.233245763763769,45.671375181954673,51.432446085025447,47.704453826367647,50.516957841265878,50.122940669299105,47.723632100046274,49.891030076552717,50.778021695906844,49.630016761296289,50.711262770355042,50.35509162481253,45.687694034748951
