Year,Blackstone,Boston Harbor,Buzzards Bay,Cape Cod,Charles,Chicopee,Connecticut,Deerfield,Farmington,French,Housatonic,Hudson,Ipswich,Merrimack,Millers,Narragansett Bay & Mt. Hope Bay Shore,Nashua,North Coastal,Parker,Quinebaug,Shawsheen,South Coastal,SuAsCo,Taunton,Ten Mile,Westfield
1970.0,12.316076250438289,11.309138462759,12.319924949069735,12.385052116527282,11.356995091108439,12.294774108251737,12.377813597617678,12.92392066121359,13.586039007431939,12.522051415020208,13.427265958447359,14.503114379317358,10.712408644194941,10.989492532943922,12.415451755232173,12.120620912352608,11.684957310141431,10.816937299979106,10.737197404368102,12.580603211898406,11.155374825051984,11.696525421467523,11.280260336649397,11.767701674760017,12.155595867443452,13.810371423240706
1971.0,12.055321427994812,11.492105930087991,11.469895728687856,11.293579231259248,11.746578112921501,12.811897379500934,13.002430207451345,13.193643427797658,13.630466087069887,11.97843905308911,13.53046427805503,14.791742730590489,11.540631491916844,11.564928503718681,12.543058813230941,11.463058139364271,11.604177158883484,11.089655077701639,11.667883810297861,12.78578218636792,11.459178169332235,10.971879152084657,11.586550171706872,11.312663383106761,11.73087049791536,13.942537502913108
1972.0,13.427362751910517,12.603962023501495,11.265082526209934,11.010552235029415,12.924294042758342,13.864841491013877,13.346049243930409,13.912077657141475,14.275146798947699,13.537673135073902,14.20918157356375,14.89153640191167,11.81115413130742,12.171792028669005,13.802212072121986,11.813641874391003,13.26295669502546,11.93728276926792,11.755210737808497,14.079129024268397,12.403637036749947,11.520496620749739,12.720170952545756,12.170262743528861,12.705214312442436,14.051079540537321
1973.0,14.43568700110364,13.803484934357547,13.029232226445734,12.209427435529742,14.250026089410451,15.993447110471859,15.570300154993499,15.939310620065788,15.893487114774882,15.032201545119349,16.423860011121498,16.696386970123296,13.415907806243728,13.860505645472696,16.458800607885699,13.44427350815524,14.629704301843276,13.028441806262132,13.245126049822369,15.950356593156277,14.049357720394127,12.481955058737096,14.408994548930966,13.356447252751559,14.196717268027736,16.308237321086342
1974.0,14.095597626674152,13.383385988080892,12.042464456357374,11.791632304490571,13.756331539817117,15.135733158268966,14.845724979039023,15.473097546607875,15.647618107028663,14.656194608481425,15.611059041588145,16.223019200729393,12.821371281352185,13.158969306703176,15.488361582256749,12.610364222477333,14.033279125206281,12.418135341702381,12.855196099536339,15.417187726123171,13.39558543611192,12.90082552027835,13.786097267417549,13.225650526908476,13.910798756316453,15.662646482010107
1975.0,14.178830973571872,13.849305717749033,12.487538754006268,12.015206622825989,13.917679449084314,14.087531766203188,14.116840561800194,15.417045881351006,15.391329259482296,15.102153039786112,15.983629386038476,17.232591555695027,12.656127515236919,12.802595820420013,13.702074104908002,13.100610214066549,13.388134011172848,12.541840424875724,12.288795235334963,15.123466098807544,13.763906186736705,12.806409181679033,13.448077926998902,13.511847969439174,13.890558464153349,15.244348100865045
1976.0,14.349064269775468,14.365060878573052,13.383761519742885,12.813793363591506,14.275854326269979,14.239835437564178,14.004598033002333,14.841520939079803,14.907830793421743,13.854323303313009,15.151617781670321,15.706055270693827,13.100775051066941,13.088456047233276,13.716939237277312,13.569240168295021,13.399871660550904,12.913741326414137,12.569681558727817,14.513107011631472,14.202736607841164,13.553164154274759,14.021904592002112,14.427216406444822,14.412551423714822,14.845685083390146
1977.0,14.876957325205979,14.706378732255597,13.742523201425533,13.070561958338738,14.789997948164256,15.267728065224162,14.564116164492139,15.611532049655725,14.85520747824855,14.158854948633053,15.327319614569086,16.026172487744432,13.626734291738092,13.585158770325805,14.755761030950078,13.850398262475897,14.280862230066905,13.477262808963024,13.07468552050447,15.291720762514823,14.471434679634829,13.989425844055372,14.544505576118468,14.821349281559884,15.1450700932371,15.054644674495488
1978.0,16.539120625536562,16.138908527311706,15.48481357134828,14.875321068158954,16.192725003056644,16.9035235223268,15.789386092277649,16.469474133789088,16.483594839351792,15.823111368725506,16.563669827843054,17.12738441133763,14.81224381606987,14.661297221144512,15.935470902273853,15.232297011932634,15.918407150773799,14.776028522077002,14.358957039311525,17.040945993344629,15.47722142319294,15.810947636226775,15.89520401139362,16.308090811496616,16.48313119723516,16.508474402522786
1979.0,12.943217850430784,11.343304801024377,11.65982686874387,11.86385133743749,12.020648891584665,14.404953537358697,14.948638629889704,15.963312117889171,16.098137397245086,12.975467887402001,16.141409012041919,16.981615269017958,10.910562559677709,11.640822437487987,14.530916930005919,12.135299583197703,13.09885715116979,10.672677967458231,11.106934587291919,13.387150081582217,11.299801810766244,11.27171684138832,12.102285733486479,11.842018759018368,12.790315085404069,16.065274984296988
1980.0,11.72685285077446,11.93641669334705,11.547018670110083,11.221905122968602,11.795252548558494,13.089712273712035,13.575533773720275,14.736465649317342,14.37788820738893,12.351018028806035,14.711547897105024,15.760246618120959,11.134138019543318,11.518200277003379,13.096257737784432,11.919856859024955,12.184276653013031,11.269341065849822,11.199455743838218,12.663609664404596,12.502463992895532,11.240246144707809,11.877797593933199,11.969924822841165,11.843967115326459,14.461455663385365
1981.0,11.736920459851788,10.983606204558118,11.975539334746351,12.299663983908113,10.836675050546861,13.386662792666622,14.190105639205374,15.161565811796965,15.368327241302154,12.351529224496412,15.827164113363178,16.237551738938727,10.384089664021275,10.976698355000627,13.508663910064206,12.882458620902051,12.298619035252125,10.390415794784383,10.60729100792962,12.830360531040929,11.54822740717194,11.351778705360825,11.293454251427656,12.081307531006923,11.668335690674336,15.301454256884119
